flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,flight_duration,passenger_count,ticket_price,cabin_class,flight_status,aircraft_type,pilot_name,co_pilot_name
3383,LSZ,YAH,6/16/2022,10/27/2022,2:20 AM,2:18 PM,Delta,3.73,103,52.91,Economy,Cancelled,Airbus A320,Fergus Albasiny,Lucia Seagar
496,AAJ,IXE,7/22/2022,4/13/2022,12:13 AM,2:07 PM,United,8.82,483,62.02,First,Cancelled,Boeing 737,Cornela Meiklem,Ezmeralda Cuschieri
2873,RMY,PDZ,12/5/2022,10/31/2022,11:05 AM,3:40 AM,United,7.1,155,293.53,First,Cancelled,Boeing 737,Stu Collecott,Annalise Hanalan
9567,IVC,YDC,10/28/2022,1/21/2022,4:42 AM,12:31 AM,United,8.19,347,167.84,Economy,On Time,Boeing 787,Philis Lemmers,Erinna Ballister
7982,BFD,OTK,3/28/2022,8/10/2022,11:24 AM,4:06 PM,Delta,9.85,286,471.98,First,On Time,Boeing 737,Roseanne Leigh,Murry Breffit
2111,GBK,BUT,5/20/2022,10/28/2022,4:06 AM,7:28 PM,Delta,3.52,264,734.33,Economy,On Time,Boeing 787,Osmund Tomley,Trix Melley
8121,MJU,TBB,12/20/2022,4/22/2022,11:05 AM,12:39 PM,United,6.98,269,460.37,Business,Cancelled,Boeing 787,Waite Fernez,Sherman Sedgman
5813,JHM,XAU,7/18/2022,6/23/2022,8:14 AM,4:15 PM,American,7.27,437,459.94,Economy,Delayed,Airbus A320,Fairleigh Gethins,Josh Eckley
1775,MZM,JNB,10/30/2022,6/5/2022,12:34 PM,11:55 PM,Delta,2.77,488,844.0,Business,Delayed,Boeing 787,Hilliary Ferreras,Donna Dommett
5081,CKY,OAJ,1/24/2022,6/4/2022,9:46 PM,9:56 PM,United,6.54,6,545.09,Business,On Time,Airbus A320,Brandise Buxey,Clay Stonham
7531,DPA,PBJ,1/3/2022,6/4/2022,9:46 AM,4:59 AM,American,3.05,50,469.3,First,Cancelled,Airbus A320,Elisa Aughtie,Berk Connors
8243,SQL,ERR,8/7/2022,6/15/2022,6:48 PM,7:04 AM,United,3.85,428,477.86,Economy,On Time,Boeing 737,Bev Milam,Cheryl Jancso
6673,TKI,GPO,12/21/2022,11/25/2022,8:18 AM,4:49 PM,United,5.8,310,723.2,Economy,Cancelled,Boeing 787,Marlene Bench,Abey Adlem
2224,SLS,MQM,8/28/2022,12/13/2022,5:40 PM,2:12 PM,Delta,4.39,365,485.68,Business,Delayed,Airbus A320,Doroteya Nower,Michele Studdeard
4374,JLN,YHI,10/14/2022,6/1/2022,1:29 AM,10:23 AM,United,9.85,428,110.31,Business,Delayed,Airbus A320,Valle Rubee,Land Mewburn
4916,DMB,YGO,9/26/2022,2/3/2022,12:21 PM,11:23 AM,United,9.7,81,789.21,Business,On Time,Boeing 737,Sam Lartice,Royal Scarr
3865,LRM,GVR,3/22/2022,9/19/2022,6:08 AM,8:14 AM,Delta,8.85,143,998.19,Business,On Time,Airbus A320,Tyne Giocannoni,Kristo Baraclough
5625,CNI,FBU,1/24/2022,11/18/2022,9:31 PM,1:14 PM,United,4.86,193,887.87,Business,On Time,Airbus A320,Floris Pulster,Sandor Semarke
8429,KYZ,YFC,4/18/2022,5/27/2022,6:29 PM,8:16 PM,United,5.99,380,357.57,Business,Delayed,Boeing 787,Hakim Widmoor,Orsola Danilovitch
8919,AIR,BCX,6/25/2022,4/28/2022,6:16 AM,12:26 PM,American,3.51,435,539.73,Business,Cancelled,Boeing 787,Elbertine Jakovijevic,Brooks Chismon
8823,HBR,IHU,12/12/2022,4/18/2022,9:15 PM,8:15 PM,United,6.99,493,974.63,Economy,Delayed,Boeing 787,Vivianne Bicksteth,Ermin Ponten
527,KPP,ONL,3/19/2022,6/27/2022,1:47 AM,11:11 PM,Delta,5.81,289,933.65,First,Cancelled,Boeing 787,Barb Cicculi,Etheline Curnokk
5828,GAB,QHP,12/22/2022,7/12/2022,6:11 PM,8:48 AM,American,5.85,228,627.3,Economy,Delayed,Boeing 787,Bernete Crooke,Ranee Seine
1654,SUU,YHP,3/5/2022,5/15/2022,5:02 PM,6:30 AM,American,5.7,171,793.46,Business,Delayed,Airbus A320,Jennica Stobart,Dimitry Giraudy
404,0,BKK,6/3/2022,4/14/2022,8:39 AM,4:32 PM,American,8.48,214,575.37,First,On Time,Boeing 787,Brod Vondruska,Candida Pietri
3197,BER,BDF,4/27/2022,8/20/2022,5:11 PM,11:31 PM,United,2.64,364,596.97,First,Cancelled,Airbus A320,Angie Segebrecht,Kara Alloisi
6301,LID,AHS,4/5/2022,1/9/2022,5:37 AM,3:00 AM,American,1.1,249,699.47,Business,On Time,Airbus A320,Marion Durnell,Leigha Piel
8900,QAC,DOO,8/18/2022,3/12/2022,10:35 PM,4:42 AM,Delta,5.62,300,393.89,Economy,Delayed,Boeing 737,Darell McIlenna,Scott Kleinstern
940,TRE,ADD,11/4/2022,6/15/2022,9:38 PM,5:39 PM,American,2.11,144,764.62,Business,Delayed,Boeing 787,Ingemar Grinston,Noach Crook
3584,CUV,TSN,10/13/2022,6/5/2022,9:49 AM,2:40 PM,United,4.52,463,298.64,First,Delayed,Airbus A320,Merle Stormont,Ynez Garrood
420,LMP,ZVK,8/8/2022,7/21/2022,8:29 AM,6:33 AM,American,6.35,412,520.02,Business,On Time,Airbus A320,Brigid Graveston,Cal Sigart
4456,LSY,ZNZ,1/31/2022,5/27/2022,8:17 AM,2:58 AM,Delta,7.03,52,842.85,Business,On Time,Airbus A320,Philis Kettley,Avigdor Godbold
7347,JOM,NOJ,7/26/2022,4/18/2022,10:04 AM,11:24 PM,United,9.49,422,718.82,Economy,Delayed,Boeing 737,Myrtie Artindale,Mead Pinnock
3571,GBZ,ENY,6/26/2022,1/23/2022,3:03 PM,1:18 PM,Delta,6.29,121,821.86,Business,Cancelled,Airbus A320,Alicea Meddick,Fara Bibby
8339,EGE,LAF,6/16/2022,4/7/2022,4:01 AM,6:37 AM,United,8.53,206,754.9,Business,Delayed,Airbus A320,Archie Keuning,Sena Crafter
450,WAY,WGO,10/9/2022,8/17/2022,9:47 PM,10:43 PM,United,2.22,298,324.2,First,Cancelled,Boeing 737,Evangelia Leifer,Concettina Scarrott
7152,OHI,MZC,2/4/2022,7/13/2022,6:53 PM,8:02 PM,Delta,2.27,477,461.09,Economy,On Time,Airbus A320,Jerald Preble,April Outerbridge
5819,JIM,HEG,4/13/2022,5/30/2022,5:28 PM,9:42 PM,United,7.84,72,142.69,Business,Cancelled,Boeing 787,Walliw Bilbery,Sascha Cheel
9864,ZBR,GUB,5/24/2022,7/17/2022,4:08 PM,9:42 PM,American,3.33,116,793.05,Business,On Time,Airbus A320,Andria MacCaig,Hedwiga De Morena
1514,PSO,HTZ,12/25/2022,1/12/2022,9:11 PM,8:09 AM,Delta,7.89,89,285.86,First,Delayed,Airbus A320,Lara Pinkard,Ellary Regan
1744,NGE,ILK,1/12/2022,12/17/2022,9:55 AM,8:19 PM,Delta,6.52,397,367.58,Economy,Delayed,Airbus A320,Nelly Coupar,Bartholomeus Seemmonds
7980,ALP,KTO,8/3/2022,10/21/2022,12:14 PM,9:03 AM,Delta,8.46,48,973.91,Business,Delayed,Boeing 787,Dredi Popping,Bathsheba Peartree
7252,NOB,DGD,2/22/2022,5/5/2022,5:05 AM,2:02 PM,United,2.38,119,862.86,Business,Cancelled,Airbus A320,Hazel McAteer,Norina Brammall
8886,NIX,KPT,5/26/2022,4/15/2022,3:12 PM,10:32 PM,Delta,6.52,11,310.36,First,On Time,Airbus A320,Paco Asken,Massimiliano Mayow
1665,HTM,TGV,11/10/2022,2/20/2022,11:36 AM,7:35 PM,Delta,2.57,132,353.64,Economy,Delayed,Airbus A320,Cherilyn Fitzjohn,Carolyne Eastabrook
6364,KWK,PMM,7/21/2022,10/21/2022,2:53 PM,11:51 AM,United,4.82,342,734.98,First,On Time,Boeing 787,Karole Carden,Kym Orvis
2758,COF,QPD,11/24/2022,10/31/2022,3:19 PM,5:37 PM,Delta,4.63,454,164.5,Economy,Cancelled,Airbus A320,Birgit Valens-Smith,Steven Hillitt
9573,CTI,YMU,3/22/2022,4/2/2022,4:32 PM,9:59 PM,Delta,2.22,329,199.05,Business,On Time,Boeing 737,Nadine Chesters,Gerty Brookesbie
1139,SGL,APR,11/7/2022,6/8/2022,4:31 AM,3:05 AM,American,4.45,139,929.11,Business,On Time,Boeing 737,Raoul Halvosen,Cookie Bytheway
152,HRK,PRM,10/4/2022,7/27/2022,3:38 AM,4:24 PM,United,3.77,64,582.63,Business,On Time,Boeing 787,Barrie Kitchen,Rhett Berrecloth
6348,GMM,RGE,8/29/2022,11/30/2022,9:57 PM,3:32 AM,United,2.51,460,210.54,Economy,Delayed,Boeing 787,Ulrick Wastling,Urbain Bartlett
5538,KHT,GDJ,9/20/2022,5/6/2022,11:30 PM,11:28 PM,American,4.65,489,989.38,Business,Delayed,Airbus A320,Frannie Acomb,Clarabelle Howselee
5606,CKR,BLK,7/18/2022,6/18/2022,2:15 AM,5:50 AM,Delta,2.22,102,141.57,First,Delayed,Airbus A320,Raleigh McCaughen,Griselda Lemmens
4606,PLF,LBR,3/19/2022,2/19/2022,2:33 AM,6:28 AM,United,4.25,398,86.94,Economy,Cancelled,Boeing 737,Jocko Tezure,Pattin Noakes
4861,NLG,BZG,3/9/2022,10/20/2022,4:15 PM,8:26 AM,United,2.59,447,672.99,First,Delayed,Airbus A320,Staci Bechley,Kelly Sawford
2103,YGB,GLR,2/16/2022,11/25/2022,10:25 AM,8:53 PM,American,8.05,50,419.31,First,On Time,Boeing 787,Yul Fraulo,Halley Manser
6394,CZJ,QOJ,3/29/2022,9/18/2022,2:04 PM,11:08 PM,American,6.05,473,515.34,First,Cancelled,Boeing 787,Britni Spalton,Maison Khristoforov
2027,RAV,OEC,10/20/2022,8/23/2022,5:09 PM,2:57 PM,American,5.88,219,751.21,Business,Cancelled,Airbus A320,Wash Geere,Norrie Brogiotti
459,ELF,WRN,3/28/2022,1/25/2022,2:54 PM,11:21 PM,American,5.44,189,999.9,First,On Time,Boeing 787,Conroy Ledeker,Greg Havis
6182,THA,MEI,3/4/2022,7/14/2022,9:20 PM,7:09 AM,United,5.86,103,317.19,Business,Delayed,Boeing 737,Fulton Strephan,Georgy Allsep
6493,NQY,KGY,4/26/2022,12/30/2022,9:32 AM,9:43 PM,United,9.78,94,328.99,Business,Delayed,Boeing 737,Olin Monsey,Gerry Prosser
4528,GDW,VTU,7/5/2022,5/17/2022,11:59 AM,6:40 AM,American,4.2,73,585.24,Business,Delayed,Boeing 737,Fionnula Davidai,Ernst Collop
4933,DTU,SZX,11/22/2022,2/28/2022,3:02 AM,3:27 PM,American,1.88,44,345.35,Economy,Delayed,Boeing 787,Carter Scoffins,Auberon Symington
2430,PUW,DVK,9/28/2022,5/24/2022,5:43 PM,9:58 AM,Delta,7.03,17,612.8,First,Delayed,Boeing 737,Wittie Fannon,Bronnie Catterson
2375,LDO,LZC,2/5/2022,3/29/2022,4:15 PM,5:06 AM,American,2.24,160,138.66,Economy,Delayed,Boeing 737,Alexandrina Artz,Letta Schott
7330,ADS,LEJ,7/31/2022,7/17/2022,9:41 PM,6:39 AM,United,8.9,252,74.96,Economy,Delayed,Airbus A320,Erick Harold,Lindsay Brendeke
1173,ISA,VNR,6/18/2022,3/31/2022,3:22 AM,11:30 AM,American,7.52,374,554.34,First,On Time,Boeing 787,Grange Foye,Jori Wafer
1352,JAP,HPE,6/29/2022,9/24/2022,5:25 PM,4:05 AM,United,9.31,181,713.2,Business,Delayed,Boeing 737,Aldus Wedgbrow,Jolee Gemlett
1769,VGD,AUL,8/11/2022,4/1/2022,10:32 AM,4:42 PM,United,5.59,125,302.65,Business,Delayed,Airbus A320,Madeleine Shewsmith,Evangelin MacCarrick
413,AEY,KWK,1/13/2022,8/29/2022,7:56 AM,7:31 PM,Delta,9.67,224,457.69,Economy,Cancelled,Boeing 737,Elaine Chanter,Bibbie Sweeny
9796,SPB,AUZ,11/11/2022,10/20/2022,6:00 PM,4:12 PM,American,5.89,53,979.6,First,On Time,Boeing 737,Bendix Jacob,Burke Ewen
4179,IOW,MVY,9/30/2022,11/8/2022,8:08 PM,4:24 AM,United,3.98,362,839.27,First,On Time,Boeing 737,Codie Zuker,Gwenora Philbrook
9920,YMS,ABH,9/12/2022,12/24/2022,11:25 PM,3:50 AM,American,1.63,377,591.8,Economy,Delayed,Airbus A320,Rubin Oddy,Merilee Girodier
146,CUC,GIF,2/2/2022,8/22/2022,9:15 PM,9:07 PM,American,6.87,85,189.44,Business,Delayed,Boeing 737,Em Rushbrooke,Marcela Brinkman
4547,YXU,BDK,5/16/2022,2/6/2022,4:21 AM,3:02 AM,Delta,4.98,360,573.68,Economy,Delayed,Boeing 787,Normie Tarpey,Darrell Greensite
430,BYT,DYL,8/13/2022,9/17/2022,6:02 AM,3:44 PM,United,2.33,201,846.14,Economy,Delayed,Airbus A320,Marybeth Sedworth,Ronny Challicombe
1857,SNH,MDO,6/7/2022,11/24/2022,6:53 AM,12:05 AM,United,1.19,389,960.12,Economy,On Time,Boeing 737,Rosalyn McNelis,Kingsley Plet
2177,TED,BKZ,12/2/2022,6/4/2022,7:25 AM,5:09 AM,Delta,8.99,131,663.43,Economy,On Time,Airbus A320,Almire Whiterod,Derick Hutsby
5238,YAB,MZC,10/15/2022,7/8/2022,8:28 AM,6:40 PM,Delta,7.2,468,455.06,Business,On Time,Boeing 737,Alexia Diggins,Cele Dart
701,DPT,YPN,11/6/2022,10/20/2022,8:50 PM,11:15 AM,United,5.05,495,884.72,Business,On Time,Boeing 737,Sigrid Scolli,Jenica Jobes
3043,BKQ,DSI,4/12/2022,5/27/2022,4:52 PM,10:56 PM,United,3.68,3,307.55,Business,Delayed,Boeing 787,Moreen Cordet,Demetrius Clemo
6290,CYX,BBO,12/27/2022,7/31/2022,2:27 AM,12:10 AM,American,4.45,104,311.84,Business,Cancelled,Boeing 787,Rosemaria Joyner,Florian MacGibbon
1118,MQC,HAR,4/6/2022,7/16/2022,10:40 PM,4:04 AM,Delta,2.0,226,568.08,Economy,Delayed,Boeing 737,Ted Keld,Leontine Lillie
4952,SLG,MBD,12/19/2022,12/30/2022,7:11 AM,3:27 AM,Delta,1.14,79,663.21,Economy,Cancelled,Boeing 787,Rurik Putman,Dukie Dybbe
628,CBV,BAE,4/7/2022,2/22/2022,1:29 AM,2:06 PM,Delta,6.39,464,832.42,Business,Delayed,Boeing 787,Madge Semark,Benjie Kaesmakers
5470,YMB,BXY,9/17/2022,5/10/2022,12:49 PM,5:35 PM,Delta,8.64,446,530.25,Business,Delayed,Boeing 737,Liuka Zukerman,Renee Kinrade
6430,CCC,HBX,8/26/2022,2/23/2022,6:03 AM,1:08 PM,American,2.07,111,819.65,Business,On Time,Airbus A320,Ninette Swinyard,Brigida De Malchar
4407,EVG,HVE,6/19/2022,2/10/2022,6:50 PM,4:06 PM,Delta,4.36,146,387.58,Business,On Time,Boeing 787,Killie Dowyer,Tonya Sea
1807,GID,PXU,11/29/2022,1/7/2022,4:41 PM,4:58 PM,Delta,6.77,328,754.12,Business,On Time,Boeing 737,Julianna Byrd,Audra Weiser
9824,PJC,XGN,3/27/2022,12/28/2022,12:22 PM,1:09 AM,Delta,3.88,219,75.39,Economy,On Time,Boeing 787,Gale Bromfield,Dallon Brunke
504,UEO,ACV,4/29/2022,2/18/2022,11:56 PM,8:46 PM,Delta,3.04,156,173.04,First,Delayed,Boeing 737,Dean Geeve,Guillemette Behneke
8257,LWE,MYD,10/28/2022,6/2/2022,2:11 PM,8:46 PM,Delta,1.28,11,317.25,First,On Time,Boeing 787,Magdalene Cruise,Correy Totterdill
6511,PKJ,HEH,3/21/2022,11/26/2022,9:27 PM,8:09 AM,Delta,2.41,271,60.78,Business,Cancelled,Airbus A320,Westbrook Stanton,Miles Bicknell
5486,MNF,LDY,10/7/2022,11/30/2022,11:07 AM,8:45 AM,Delta,4.64,238,812.31,First,Cancelled,Boeing 737,Tiebout Lintin,Galven Cullinane
6414,JTR,NCN,1/15/2022,7/6/2022,6:08 PM,10:59 PM,American,9.42,295,804.0,Economy,Cancelled,Boeing 787,Rolland Tylor,Tye Martine
9609,0,TWD,11/10/2022,6/25/2022,8:37 PM,1:36 PM,Delta,9.51,50,244.46,Economy,Delayed,Boeing 787,Gilly Roderighi,Marylee Bastow
8274,LUI,AKI,9/29/2022,4/13/2022,1:24 PM,5:07 PM,American,3.43,95,489.09,First,On Time,Boeing 737,Ingram Stannislawski,Bruno Newbury
6320,SLA,LHR,10/4/2022,8/19/2022,10:27 AM,12:31 AM,American,3.47,383,979.23,First,Cancelled,Boeing 737,Odette Kerswill,Titos Ineson
1253,UAQ,AXD,5/7/2022,12/22/2022,6:09 PM,5:56 PM,United,3.0,366,849.09,Economy,Delayed,Airbus A320,Devondra Jarrett,Elwira Esel
2411,DZO,HOC,11/23/2022,1/17/2022,6:09 PM,7:43 PM,United,8.37,160,991.16,Economy,Cancelled,Airbus A320,Alfons Olivazzi,Calv Crosetto
6980,QBC,GVE,9/8/2022,6/4/2022,4:06 PM,4:43 AM,United,3.92,424,917.16,First,On Time,Boeing 787,Mandi Musker,Carlyn Hoult
2634,OSU,FEC,10/30/2022,12/27/2022,3:12 AM,9:41 AM,American,7.52,25,344.61,Economy,On Time,Boeing 787,Clevey Pesak,Roxy Thebeaud
8022,DGA,KOT,3/31/2022,11/30/2022,6:44 PM,7:55 AM,American,4.04,377,884.6,Business,Delayed,Boeing 787,Merna Rove,Maxie Hannond
5392,PVU,GEE,10/3/2022,12/27/2022,9:32 AM,8:03 AM,United,4.1,113,538.4,Business,Cancelled,Airbus A320,Barnaby Guard,Gaultiero Petzolt
7766,DZU,YRN,4/12/2022,3/12/2022,7:01 AM,5:30 PM,United,4.58,189,454.48,Business,Delayed,Airbus A320,Mike Mawd,Carce Berrey
6788,KII,DYL,5/29/2022,9/21/2022,1:41 PM,12:14 PM,American,2.14,65,976.34,Business,Delayed,Airbus A320,Free Temblett,Mile Mossdale
2884,YDA,AGD,8/23/2022,11/9/2022,4:48 AM,1:39 AM,Delta,7.74,427,680.12,First,Cancelled,Boeing 737,Georgeta Rhydderch,Andras Beeby
5387,LUV,LKE,4/21/2022,9/18/2022,2:20 AM,10:09 AM,United,7.71,382,157.98,First,Cancelled,Boeing 787,Nickie Siflet,Cilka Sole
5814,BDU,MFC,7/27/2022,5/4/2022,11:08 PM,9:35 PM,Delta,1.53,264,333.67,Business,On Time,Boeing 787,Marketa Gunney,Tyler Pabst
8159,EGO,GSJ,12/26/2022,7/3/2022,10:21 AM,10:40 AM,United,5.87,328,777.09,Business,Cancelled,Boeing 787,Eugenius Dubock,Lanie Kellard
1398,NNL,AKA,10/10/2022,8/9/2022,10:17 AM,8:35 PM,Delta,1.0,326,574.91,First,Cancelled,Boeing 787,Teirtza Lathwell,Thorvald Brocklebank
4901,ELT,SUK,6/21/2022,5/14/2022,4:09 AM,8:57 AM,Delta,5.81,174,384.63,First,Delayed,Boeing 787,Berty Gange,Farrell Moubray
3539,MEN,MCH,11/19/2022,9/14/2022,4:19 AM,7:20 PM,United,2.0,235,358.98,First,On Time,Boeing 737,Rachelle Veness,Theressa Habeshaw
6471,MYI,VDM,4/27/2022,3/29/2022,4:39 AM,5:00 AM,American,7.71,459,399.86,Economy,Cancelled,Boeing 737,Elfrida Hargitt,Devland Gabbitis
407,GJA,IGR,6/6/2022,4/16/2022,2:36 AM,7:56 PM,Delta,5.94,353,811.0,First,Cancelled,Boeing 787,Elsbeth Ayars,Krispin Shovell
6140,RBM,FIN,12/9/2022,8/1/2022,2:03 AM,2:39 AM,American,4.7,374,798.67,Economy,On Time,Airbus A320,Karolina Tierney,Lane McGaffey
1360,DOY,JXN,6/4/2022,7/15/2022,8:43 AM,12:58 AM,United,1.09,129,826.69,First,On Time,Boeing 737,Austine Becker,Briney Telfer
933,LSC,RAM,2/13/2022,4/9/2022,12:03 PM,5:46 AM,Delta,6.93,498,646.23,Business,Delayed,Boeing 737,Frannie Illsley,Mart Born
1918,YYU,NSI,8/25/2022,2/14/2022,9:02 AM,7:50 PM,Delta,7.9,419,881.93,Business,On Time,Airbus A320,Sasha Rojahn,Lynnet Choke
4825,CEZ,DGE,3/27/2022,2/16/2022,9:18 AM,3:59 AM,United,9.36,271,684.24,Business,On Time,Boeing 737,Orelle Piele,Winfield Whyte
1238,AYU,GGO,8/8/2022,2/3/2022,1:04 AM,10:44 PM,United,4.04,70,199.66,Business,Cancelled,Airbus A320,Teddi Kybird,Marabel Rupp
6337,DAT,PHI,1/7/2022,7/10/2022,4:25 AM,8:56 AM,United,3.19,23,683.53,Economy,On Time,Airbus A320,Isadore Rabjohn,Nickolaus Stetson
8562,PCA,SAN,12/2/2022,11/4/2022,3:43 AM,11:18 AM,United,6.36,136,412.58,First,On Time,Boeing 737,Bernelle Brasher,Tabbitha Veryard
4463,LUW,ECG,3/1/2022,9/27/2022,2:19 PM,4:47 AM,United,6.93,472,336.56,Economy,Delayed,Airbus A320,Max Wateridge,Decca Proudlove
2199,AJL,FAR,1/22/2022,2/3/2022,6:26 AM,11:26 AM,United,7.85,179,571.38,Business,On Time,Airbus A320,Brucie Perryn,Gene Greensted
5271,RTA,SSV,3/4/2022,1/10/2022,10:54 AM,5:41 AM,American,3.21,62,687.98,Economy,Delayed,Boeing 737,Morna Boow,Randall Kenna
8791,OKJ,KGF,9/2/2022,9/17/2022,6:53 PM,11:39 PM,United,7.29,98,448.71,First,On Time,Boeing 787,Natividad Leyes,Luther Sigfrid
708,RLG,ILF,1/20/2022,7/26/2022,7:01 AM,6:49 PM,United,8.51,339,523.09,Economy,Cancelled,Boeing 737,Verina Mateev,Giulio Camelli
339,SWU,BLN,6/25/2022,12/29/2022,6:23 AM,4:07 AM,American,3.95,267,495.59,First,Delayed,Boeing 787,Neron Gentiry,Ugo Dellenbroker
1413,RZA,KYL,2/28/2022,1/10/2022,10:11 AM,1:18 PM,United,2.06,494,634.89,First,On Time,Boeing 737,Roi Colenutt,Francklyn Punt
8728,RNU,DGG,1/13/2022,6/12/2022,7:13 AM,2:31 AM,United,4.75,137,990.28,Business,Delayed,Airbus A320,Curt Spiby,Elfrida Born
6435,FSL,KLV,4/25/2022,4/6/2022,8:03 AM,4:03 AM,American,3.92,416,150.56,Economy,Delayed,Boeing 787,Harley Boreland,Jaquith Ramsell
7976,PKE,YQR,2/8/2022,3/14/2022,3:17 PM,5:14 AM,United,3.65,213,374.82,First,On Time,Airbus A320,Kyle Raccio,Johnna McKnockiter
6144,XCH,LKZ,6/27/2022,10/31/2022,1:46 PM,9:59 AM,Delta,2.31,336,712.58,First,Cancelled,Boeing 787,Con Connor,Hermione Aishford
2172,UTA,BGR,11/24/2022,10/28/2022,2:50 PM,2:12 AM,Delta,4.3,168,217.81,Business,Cancelled,Boeing 787,Pablo Harback,Jack Dillingham
3340,AXL,APG,3/14/2022,10/29/2022,3:06 AM,11:39 AM,Delta,7.46,465,744.2,Economy,Cancelled,Airbus A320,Hugibert Ferreira,Garrott Scandrick
7198,APU,ULU,4/19/2022,4/19/2022,5:36 AM,9:25 AM,Delta,3.25,167,449.31,Business,Cancelled,Airbus A320,Aldon Szymanski,Faye Kellett
3339,MQS,NVT,2/3/2022,2/7/2022,7:43 AM,11:55 PM,United,3.33,464,713.0,Economy,Cancelled,Boeing 737,Naomi Coverlyn,Tabbitha D'Onise
352,MYN,UFA,4/27/2022,10/12/2022,9:39 AM,7:45 PM,American,1.81,136,435.27,Economy,Cancelled,Boeing 787,Aharon McAlroy,Adena Loveard
9224,WKB,WYA,8/10/2022,9/16/2022,1:14 AM,1:59 PM,Delta,2.18,223,445.18,First,Delayed,Airbus A320,Ulrich Canning,Normy Kidsley
963,BWW,XGR,1/20/2022,12/5/2022,4:46 PM,2:58 AM,United,5.0,322,292.25,Economy,Delayed,Boeing 737,Ariadne Jedrys,Emmy Wasteney
3255,MZL,LLU,7/2/2022,7/13/2022,2:18 AM,3:12 AM,Delta,9.24,21,876.53,Business,On Time,Airbus A320,Des Capnerhurst,Alla Ionesco
6427,GSB,RUR,1/4/2022,2/8/2022,12:03 AM,8:34 PM,United,6.22,167,166.89,Economy,Cancelled,Airbus A320,Marc Joreau,Chandra Gradon
9367,KNX,TVA,1/16/2022,12/25/2022,2:45 PM,3:27 AM,Delta,6.97,360,675.64,First,Delayed,Airbus A320,Felic Beton,Glenda Lisciandri
5076,ANW,ENL,2/9/2022,10/14/2022,1:43 PM,7:27 PM,American,6.26,391,973.61,Economy,On Time,Airbus A320,Donn Mc Corley,Jojo Gerlack
280,ABJ,MCS,10/1/2022,9/13/2022,4:33 PM,5:32 PM,American,8.68,420,522.95,First,Delayed,Boeing 787,Elinor Drinkel,Oralie Williment
6995,NVN,YFR,2/2/2022,1/20/2022,2:56 AM,10:21 AM,Delta,1.8,76,628.73,First,On Time,Boeing 737,Creight Dabrowski,Karen Orhtmann
9761,KLX,TDL,5/12/2022,1/26/2022,3:14 PM,7:20 AM,American,3.29,21,800.82,First,Delayed,Boeing 787,Aarika Lange,Carlo Rubin
9169,LHI,ERR,12/13/2022,4/27/2022,6:04 PM,8:01 AM,American,8.14,208,53.49,Business,Delayed,Boeing 737,Torrey Lindbergh,Forest Franke
7559,PGC,ISS,2/16/2022,6/9/2022,1:50 PM,3:39 PM,Delta,2.22,3,538.07,Economy,On Time,Boeing 737,Gennifer Benitti,Mel Paterno
4664,LCL,AIK,11/30/2022,10/4/2022,12:02 PM,3:46 PM,Delta,7.15,98,104.94,Economy,On Time,Airbus A320,Vladimir Claydon,Kristi Nassie
160,HFT,BBS,10/8/2022,11/29/2022,3:52 AM,5:46 PM,Delta,1.51,182,79.41,First,Delayed,Boeing 787,Gun Brychan,Dilly Culpan
5402,VIA,BDL,8/5/2022,5/11/2022,12:50 AM,3:23 AM,United,9.36,477,124.88,Economy,On Time,Boeing 737,Rani MacCafferky,Miof mela Courtliff
4445,COJ,SMT,9/1/2022,8/10/2022,5:49 AM,9:34 PM,American,7.8,448,433.8,Business,On Time,Airbus A320,Milton Keets,Tami Beadham
9944,QPH,ORG,12/29/2022,2/7/2022,5:14 AM,11:26 AM,United,7.1,374,982.69,Business,On Time,Boeing 787,Dode Leake,Enrichetta Hadaway
1226,KNT,GOM,5/20/2022,4/26/2022,10:38 AM,4:04 AM,Delta,4.35,20,199.74,Business,Cancelled,Airbus A320,Rebe Chomiszewski,Cahra Enterlein
3589,GDQ,LNQ,3/2/2022,10/14/2022,10:12 PM,1:14 PM,American,4.48,20,247.68,Business,Cancelled,Boeing 737,Pablo Stalf,Hephzibah Manuel
4559,ESW,OME,11/4/2022,7/8/2022,7:06 AM,3:27 PM,Delta,2.45,64,118.06,First,Cancelled,Airbus A320,Emilee Cockman,Stacie Yearns
4509,DRE,LYK,3/26/2022,9/7/2022,10:48 PM,12:54 PM,Delta,2.05,174,357.84,Economy,Cancelled,Boeing 787,Philbert Pervoe,Bryan Becerro
8894,ITR,VFA,6/14/2022,7/6/2022,3:14 PM,6:43 AM,United,7.48,436,277.87,First,Delayed,Boeing 787,Shell Banford,Shanon Aberdeen
5567,GDV,WSA,1/4/2022,3/17/2022,4:41 PM,6:26 AM,United,4.84,225,260.23,Business,Cancelled,Airbus A320,Walther Myring,Yance Lace
9078,SCQ,KRU,3/30/2022,9/26/2022,10:53 AM,12:41 PM,United,8.79,363,215.21,Economy,Delayed,Airbus A320,Gibb Nixon,Sherline Gryglewski
5010,MVB,CWR,1/20/2022,8/31/2022,4:46 PM,2:22 PM,Delta,1.03,176,477.33,Economy,On Time,Boeing 787,Werner Adkin,Raimundo Higbin
